Crop,State,Land_Area,Yield_per_Acre,Predicted_Price,Cultivation_Cost,Production,Revenue,Profit,Loan_Amount,Interest_Rate,Tenure,EMI,Profit_Margin,Debt_to_Profit_Ratio,Risk
Wheat,Haryana,4.44,1.8,21147.15,136885.27,7.99,168965.73,32080.46,224513.71,9.23,6,38432.73,18.99,7.0,RISKY
Wheat,Madhya Pradesh,4.73,2.03,18836.91,81136.58,9.6,180834.34,99697.76,165940.71,9.76,9,19195.76,55.13,1.66,MODERATE
Rice,Madhya Pradesh,4.55,2.01,19641.33,226234.63,9.15,179718.17,-46516.46,116663.75,10.7,9,13547.4,-25.88,999.0,RISKY
Wheat,Madhya Pradesh,6.62,2.07,25382.11,239661.37,13.7,347734.91,108073.54,36950.29,10.47,9,4286.77,31.08,0.34,MODERATE
Rice,Punjab,1.93,1.52,26100.26,99509.41,2.93,76473.76,-23035.65,170162.13,9.3,9,19647.09,-30.12,999.0,RISKY
Rice,Bihar,1.08,3.95,21787.72,105093.07,4.27,93033.56,-12059.51,297101.48,11.61,12,26342.93,-12.96,999.0,RISKY
Wheat,Madhya Pradesh,6.06,1.68,27928.74,79075.22,10.18,284314.57,205239.35,177458.64,11.36,9,20662.65,72.19,0.86,SAFE
Wheat,Bihar,9.1,2.29,19633.17,150120.66,20.84,409155.26,259034.6,96191.8,8.41,9,11065.99,63.31,0.37,SAFE
Rice,Haryana,7.91,3.2,28876.44,146500.04,25.31,730862.7,584362.66,293469.16,8.06,9,33712.53,79.96,0.5,SAFE
Rice,Bihar,6.05,3.34,20191.51,82832.79,20.21,408070.42,325237.63,180650.38,9.73,12,15859.36,79.7,0.56,SAFE
Wheat,Bihar,3.65,3.1,18092.1,97193.75,11.31,204621.65,107427.9,38517.58,7.58,12,3343.11,52.5,0.36,MODERATE
Wheat,Punjab,6.76,1.89,23021.95,168629.13,12.78,294220.52,125591.39,270730.28,7.1,6,46060.7,42.69,2.16,MODERATE
Rice,Uttar Pradesh,8.66,3.11,25492.87,206612.03,26.93,686522.99,479910.96,186533.56,11.02,9,21689.22,69.9,0.39,SAFE
Rice,Punjab,4.96,3.57,26942.18,82433.75,17.71,477146.01,394712.26,279066.9,8.26,9,32084.37,82.72,0.71,SAFE
Wheat,Haryana,6.68,3.83,24653.85,137040.65,25.58,630645.48,493604.83,242278.8,8.23,12,21101.23,78.27,0.49,SAFE
Wheat,Haryana,6.8,3.91,29597.35,136047.74,26.59,786993.54,650945.8,147279.61,8.3,12,12832.06,82.71,0.23,SAFE
Wheat,Uttar Pradesh,5.29,2.62,21534.08,138966.38,13.86,298462.35,159495.97,279548.02,7.13,6,47565.03,53.44,1.75,SAFE
Rice,Bihar,4.45,3.76,20657.8,185260.82,16.73,345604.99,160344.17,185999.07,10.76,6,31979.96,46.4,1.16,SAFE
Rice,Haryana,6.45,3.39,20919.94,92504.13,21.87,457519.09,365014.96,207828.53,10.54,12,18323.67,79.78,0.57,SAFE
Wheat,Punjab,9.99,1.6,23816.94,56340.28,15.98,380594.7,324254.42,120391.05,9.53,9,13913.55,85.2,0.37,SAFE
Wheat,Madhya Pradesh,7.14,3.36,28486.57,232147.74,23.99,683392.81,451245.07,251509.16,11.31,9,29278.86,66.03,0.56,SAFE
Rice,Bihar,6.56,3.71,25786.98,233190.74,24.34,627655.09,394464.35,31797.99,7.23,6,5411.98,62.85,0.08,SAFE
Rice,Bihar,5.48,1.74,22478.18,190327.83,9.54,214441.84,24114.01,242671.41,7.17,6,41295.24,11.25,10.06,RISKY
Wheat,Punjab,5.73,3.3,26998.45,62726.42,18.91,510540.69,447814.27,185489.86,11.59,12,16444.99,87.71,0.41,SAFE
Rice,Bihar,4.39,1.79,21826.28,199258.54,7.86,171554.56,-27703.98,179893.53,11.11,6,30961.27,-16.15,999.0,RISKY
Wheat,Haryana,8.89,3.15,22291.18,233660.5,28.0,624153.04,390492.54,296446.16,8.53,12,25860.09,62.56,0.76,SAFE
Rice,Madhya Pradesh,6.95,2.72,24866.86,146689.98,18.9,469983.65,323293.67,97652.19,10.67,9,11338.32,68.79,0.3,SAFE
Rice,Punjab,3.71,1.55,18666.46,168815.23,5.75,107332.14,-61483.09,97868.7,7.35,9,11210.04,-57.28,999.0,RISKY
Wheat,Madhya Pradesh,1.51,2.61,23507.14,98857.86,3.94,92618.13,-6239.73,230431.4,10.26,12,20286.46,-6.74,999.0,RISKY
Wheat,Bihar,3.35,3.64,20598.91,143438.96,12.19,251100.71,107661.75,178920.24,8.68,9,20605.93,42.88,1.66,MODERATE
Rice,Punjab,6.55,2.27,23063.3,161355.31,14.87,342951.27,181595.96,147631.78,11.2,6,25415.29,52.95,0.81,SAFE
Wheat,Uttar Pradesh,4.78,1.76,18402.13,92630.15,8.41,154761.91,62131.76,91779.64,9.82,6,15737.7,40.15,1.48,MODERATE
Rice,Punjab,6.17,3.95,20874.59,240784.43,24.37,508713.76,267929.33,47221.69,9.33,9,5452.93,52.67,0.18,SAFE
Rice,Haryana,9.74,3.22,24105.18,108980.16,31.36,755938.44,646958.28,121309.5,7.35,12,10516.1,85.58,0.19,SAFE
Wheat,Madhya Pradesh,4.62,3.54,28912.39,70422.07,16.35,472717.58,402295.51,169413.06,10.28,6,29088.12,85.1,0.42,SAFE
Wheat,Bihar,9.67,3.73,18088.6,180364.99,36.07,652455.8,472090.81,182134.12,9.89,12,16003.17,72.36,0.39,SAFE
Rice,Punjab,6.54,3.11,18770.46,135215.62,20.34,381791.16,246575.54,245600.04,10.34,12,21631.0,64.58,1.0,SAFE
Rice,Punjab,1.7,2.12,28805.94,138394.51,3.6,103701.38,-34693.13,91242.34,8.85,12,7972.93,-33.45,999.0,RISKY
Rice,Haryana,6.55,2.24,22053.53,138610.88,14.67,323525.29,184914.41,236133.32,7.73,12,20511.4,57.16,1.28,SAFE
Wheat,Uttar Pradesh,3.26,2.56,28780.11,141615.33,8.35,240313.92,98698.59,239738.69,7.66,12,20816.82,41.07,2.43,MODERATE
Wheat,Bihar,2.54,2.64,20448.02,230549.36,6.71,137206.21,-93343.15,94392.95,10.79,9,10965.26,-68.03,999.0,RISKY
Wheat,Haryana,3.84,3.39,20071.62,139071.7,13.02,261332.49,122260.79,154541.77,11.18,6,26603.34,46.78,1.26,SAFE
Wheat,Madhya Pradesh,7.74,2.2,19784.15,172750.48,17.03,336924.07,164173.59,145798.2,7.61,6,24841.89,48.73,0.89,SAFE
Wheat,Madhya Pradesh,8.56,2.57,20466.32,94202.39,22.0,450259.04,356056.65,292751.58,10.56,9,33975.9,79.08,0.82,SAFE
Wheat,Haryana,5.66,2.1,21636.61,50112.74,11.89,257259.29,207146.55,176315.45,11.04,6,30339.36,80.52,0.85,SAFE
Wheat,Punjab,3.17,2.52,21968.67,104116.53,7.99,175529.67,71413.14,272671.41,8.0,12,23719.26,40.68,3.82,MODERATE
Rice,Madhya Pradesh,4.87,2.36,20388.53,235131.86,11.49,234264.21,-867.65,154785.47,7.2,12,13407.36,-0.37,999.0,RISKY
Wheat,Haryana,4.43,3.61,19053.71,93771.93,15.99,304668.82,210896.89,118754.93,10.37,12,10460.89,69.22,0.56,SAFE
Wheat,Madhya Pradesh,1.26,2.93,18026.58,174088.99,3.69,66518.08,-107570.91,263267.52,10.04,6,45171.73,-161.72,999.0,RISKY
Wheat,Madhya Pradesh,7.32,3.17,20397.98,77415.56,23.2,473233.14,395817.58,151974.97,9.96,12,13358.19,83.64,0.38,SAFE
Rice,Bihar,5.6,2.24,22071.19,213718.65,12.54,276772.72,63054.07,50754.53,8.97,12,4437.85,22.78,0.8,MODERATE
Wheat,Madhya Pradesh,2.81,2.14,23797.14,154426.64,6.01,143020.81,-11405.83,288189.68,11.93,9,33633.78,-7.97,999.0,RISKY
Rice,Punjab,7.9,2.83,29651.5,177103.28,22.36,663007.54,485904.26,90038.49,8.89,9,10378.5,73.29,0.19,SAFE
Wheat,Madhya Pradesh,9.92,2.01,23401.08,155823.5,19.94,466617.54,310794.04,218458.55,10.58,12,19264.96,66.61,0.7,SAFE
Wheat,Haryana,6.58,3.48,22118.97,161595.42,22.9,506524.41,344928.99,165581.27,10.16,6,28420.41,68.1,0.48,SAFE
Wheat,Madhya Pradesh,2.04,2.95,24338.47,224210.32,6.02,146517.59,-77692.73,42126.63,8.39,9,4845.89,-53.03,999.0,RISKY
Wheat,Bihar,6.62,3.7,18744.35,105773.08,24.49,459049.13,353276.05,236324.93,8.37,12,20597.99,76.96,0.67,SAFE
Wheat,Bihar,6.25,3.8,23176.54,249934.66,23.75,550442.83,300508.17,205078.14,9.3,12,17962.93,54.59,0.68,SAFE
Wheat,Uttar Pradesh,8.83,1.55,28797.19,148392.87,13.69,394233.53,245840.66,59398.44,8.3,12,5175.22,62.36,0.24,SAFE
Wheat,Bihar,3.89,2.88,25890.84,228217.36,11.2,289977.41,61760.05,131193.37,8.45,9,15095.08,21.3,2.12,MODERATE
Rice,Bihar,9.99,3.62,28650.48,220654.86,36.16,1036001.36,815346.5,69942.44,10.37,6,12012.18,78.7,0.09,SAFE
Rice,Punjab,1.94,3.77,18847.52,240310.52,7.31,137775.37,-102535.15,197739.75,7.85,6,33715.29,-74.42,999.0,RISKY
Rice,Madhya Pradesh,2.03,3.22,23113.89,67883.48,6.54,151164.84,83281.36,289428.3,7.59,9,33184.27,55.09,3.48,MODERATE
Wheat,Bihar,3.59,3.36,20338.38,207317.41,12.06,245280.86,37963.45,132010.06,9.32,12,11564.07,15.48,3.48,RISKY
Wheat,Haryana,1.79,3.14,21301.26,59448.78,5.62,119713.08,60264.3,123974.25,11.61,6,21367.67,50.34,2.06,MODERATE
Wheat,Madhya Pradesh,4.93,3.12,26560.77,131174.35,15.38,408504.64,277330.29,57919.33,11.37,6,9975.86,67.89,0.21,SAFE
Rice,Haryana,1.93,3.09,19127.75,130775.0,5.96,114001.39,-16773.61,69910.53,10.16,9,8100.37,-14.71,999.0,RISKY
Rice,Haryana,9.91,3.53,20921.77,222670.18,34.98,731843.51,509173.33,297236.43,9.43,12,26053.07,69.57,0.58,SAFE
Wheat,Haryana,4.95,2.7,27848.98,166099.6,13.37,372340.86,206241.26,116276.61,7.26,12,10074.98,55.39,0.56,SAFE
Wheat,Haryana,3.72,3.71,19983.04,98840.5,13.8,275765.95,176925.45,177730.19,8.25,6,30338.54,64.16,1.0,SAFE
Rice,Punjab,9.89,3.53,23955.13,172322.86,34.91,836273.59,663950.73,226300.34,11.67,12,20071.59,79.39,0.34,SAFE
Rice,Punjab,5.64,2.74,18204.69,96650.92,15.45,281262.46,184611.54,88370.22,8.45,6,15093.49,65.64,0.48,SAFE
Wheat,Bihar,7.24,2.31,20141.46,166135.33,16.72,336765.21,170629.88,225436.74,9.19,6,38586.3,50.67,1.32,SAFE
Rice,Madhya Pradesh,4.15,1.61,22005.18,57124.93,6.68,146994.6,89869.67,233969.65,9.82,6,40119.41,61.14,2.6,MODERATE
Wheat,Haryana,8.93,3.82,26068.98,247177.59,34.11,889212.91,642035.32,294027.02,9.83,12,25826.4,72.2,0.46,SAFE
Rice,Haryana,9.71,3.8,19538.29,50238.89,36.9,720962.9,670724.01,203349.5,9.29,6,34815.81,93.03,0.3,SAFE
Wheat,Punjab,8.52,3.2,27266.2,233366.67,27.26,743276.61,509909.94,50369.88,7.49,9,5772.76,68.6,0.1,SAFE
Rice,Uttar Pradesh,5.85,2.17,28014.87,155940.93,12.69,355508.7,199567.77,67260.48,9.06,6,11508.16,56.14,0.34,SAFE
Wheat,Uttar Pradesh,8.7,2.66,29729.44,88984.79,23.14,687939.24,598954.45,271359.47,11.98,12,24107.42,87.07,0.45,SAFE
Rice,Bihar,8.96,2.95,21057.9,220025.31,26.43,556560.3,336534.99,130699.66,7.57,9,14984.08,60.47,0.39,SAFE
Rice,Madhya Pradesh,6.2,3.68,20507.43,52272.43,22.82,467979.55,415707.12,255172.99,8.26,9,29337.28,88.83,0.61,SAFE
Rice,Haryana,8.09,2.74,29795.28,111958.48,22.17,660561.36,548602.88,237690.21,9.54,6,40724.6,83.05,0.43,SAFE
Rice,Bihar,1.07,2.66,21438.68,173389.46,2.85,61100.24,-112289.22,147479.38,10.95,6,25370.86,-183.78,999.0,RISKY
Wheat,Punjab,9.55,3.83,28486.05,137534.66,36.58,1042019.71,904485.05,47796.75,11.64,12,4238.64,86.8,0.05,SAFE
Rice,Bihar,4.66,3.51,18311.52,71201.32,16.36,299576.47,228375.15,86168.16,10.02,6,14783.98,76.23,0.38,SAFE
Rice,Haryana,4.55,2.1,27730.43,236833.9,9.55,264825.61,27991.71,248125.83,11.7,12,22010.87,10.57,8.86,RISKY
Rice,Bihar,6.73,3.87,23850.56,202811.51,26.05,621307.09,418495.58,192070.37,7.28,12,16644.03,67.36,0.46,SAFE
Wheat,Bihar,8.02,2.78,29319.73,189110.19,22.3,653829.98,464719.79,178234.79,8.14,12,15515.9,71.08,0.38,SAFE
Wheat,Punjab,2.25,2.49,18708.18,185354.87,5.6,104765.81,-80589.06,169674.95,10.96,12,14992.99,-76.92,999.0,RISKY
Rice,Haryana,9.16,2.59,20695.84,56337.54,23.72,490905.32,434567.78,110275.63,7.91,9,12660.22,88.52,0.25,SAFE
Rice,Haryana,3.69,3.59,29452.74,174757.76,13.25,390248.8,215491.04,75902.62,7.55,6,12930.47,55.22,0.35,SAFE
Wheat,Madhya Pradesh,9.62,1.52,21832.11,237463.8,14.62,319185.45,81721.65,42610.7,7.77,9,4889.12,25.6,0.52,MODERATE
Wheat,Uttar Pradesh,9.65,2.11,26492.81,241516.38,20.36,539393.61,297877.23,159444.64,11.32,12,14115.79,55.22,0.54,SAFE
Rice,Punjab,3.16,1.71,24250.92,140855.47,5.4,130954.97,-9900.5,260684.65,8.62,12,22751.35,-7.56,999.0,RISKY
Wheat,Bihar,1.36,3.26,28960.79,119576.6,4.43,128296.3,8719.7,161148.09,10.41,9,18690.93,6.8,18.48,RISKY
Wheat,Haryana,1.39,2.89,20378.44,94652.21,4.02,81921.33,-12730.88,133129.01,10.65,6,22882.46,-15.54,999.0,RISKY
Rice,Bihar,3.66,2.17,27595.42,177591.36,7.94,219107.63,41516.27,141989.1,11.51,12,12583.04,18.95,3.42,RISKY
Rice,Madhya Pradesh,5.09,1.76,20605.44,95577.94,8.96,184624.74,89046.8,224650.77,11.14,12,19869.68,48.23,2.52,MODERATE
Rice,Madhya Pradesh,7.87,1.85,25825.58,115047.67,14.56,376020.44,260972.77,237219.77,7.3,9,27165.95,69.4,0.91,SAFE
Wheat,Uttar Pradesh,4.44,2.2,21225.34,193317.54,9.77,207371.57,14054.03,290913.76,11.97,9,33957.23,6.78,20.7,RISKY
Rice,Bihar,8.25,2.04,28966.82,56249.5,16.83,487511.58,431262.08,295193.9,8.72,12,25776.83,88.46,0.68,SAFE
Rice,Bihar,7.78,3.59,21278.5,137350.78,27.93,594308.51,456957.73,185359.52,9.63,6,31766.75,76.89,0.41,SAFE
Wheat,Uttar Pradesh,5.75,1.99,21692.56,239978.89,11.44,248162.89,8184.0,142745.16,7.14,12,12360.49,3.3,17.44,RISKY
Wheat,Madhya Pradesh,1.18,2.56,23179.72,112706.99,3.02,70002.75,-42704.24,126038.37,7.6,12,10940.58,-61.0,999.0,RISKY
Wheat,Uttar Pradesh,7.89,3.18,29167.83,216566.3,25.09,731820.85,515254.55,135380.53,10.07,6,23230.74,70.41,0.26,SAFE
Rice,Bihar,6.86,2.02,28869.25,107954.73,13.86,400127.8,292173.07,126876.42,7.59,6,21616.65,73.02,0.43,SAFE
Rice,Punjab,9.08,2.84,19902.05,217295.46,25.79,513273.87,295978.41,266431.77,9.31,12,23338.17,57.66,0.9,SAFE
Rice,Punjab,5.91,2.98,23876.62,158844.18,17.61,420467.28,261623.1,37191.57,8.92,9,4287.5,62.22,0.14,SAFE
Wheat,Madhya Pradesh,9.21,2.32,29495.15,63863.38,21.37,630311.36,566447.98,72375.45,10.89,12,6392.95,89.87,0.13,SAFE
Wheat,Punjab,1.69,2.83,26149.96,94631.31,4.78,124996.81,30365.5,264828.36,8.61,12,23111.76,24.29,8.72,RISKY
Wheat,Madhya Pradesh,1.8,3.14,29996.39,93240.87,5.65,169479.6,76238.73,263862.8,8.77,12,23047.06,44.98,3.46,MODERATE
Rice,Bihar,7.21,2.22,18915.12,54336.42,16.01,302831.07,248494.65,44891.44,9.98,9,5197.64,82.06,0.18,SAFE
Wheat,Haryana,1.78,3.77,20155.01,52289.03,6.71,135240.12,82951.09,76099.64,10.27,6,13065.89,61.34,0.92,MODERATE
Wheat,Punjab,3.99,2.25,19610.37,149779.94,8.98,176101.12,26321.18,78698.08,8.14,6,13429.5,14.95,2.99,RISKY
Rice,Uttar Pradesh,5.98,1.52,27610.62,165055.76,9.09,250980.54,85924.78,195986.72,8.41,9,22546.49,34.24,2.28,MODERATE
Wheat,Uttar Pradesh,1.44,3.84,27083.65,104817.09,5.53,149772.58,44955.49,221079.15,9.87,9,25585.59,30.02,4.92,RISKY
Wheat,Haryana,1.39,2.95,27047.98,58076.29,4.1,110896.72,52820.43,173764.41,11.68,6,29955.29,47.63,3.29,MODERATE
Wheat,Haryana,4.17,3.8,26002.85,149539.08,15.85,412145.17,262606.09,232659.33,8.63,6,39758.42,63.72,0.89,SAFE
Rice,Haryana,1.32,2.11,25331.14,121965.01,2.79,70673.88,-51291.13,157852.58,11.79,9,18412.02,-72.57,999.0,RISKY
Wheat,Haryana,2.45,1.57,20326.98,113911.89,3.85,78258.87,-35653.02,141801.15,11.22,6,24412.93,-45.56,999.0,RISKY
Rice,Haryana,5.69,3.12,28134.81,95171.53,17.75,499392.88,404221.35,249589.62,8.77,9,28755.4,80.94,0.62,SAFE
Rice,Haryana,6.05,3.57,19803.56,185184.65,21.6,427756.9,242572.25,210702.18,8.68,12,18394.96,56.71,0.87,SAFE
Rice,Haryana,1.25,2.31,18745.15,140956.44,2.89,54173.48,-86782.96,260033.26,9.82,12,22839.29,-160.19,999.0,RISKY
Rice,Uttar Pradesh,5.0,2.23,20365.15,57758.63,11.15,227071.42,169312.79,37804.84,10.2,9,4381.08,74.56,0.22,SAFE
Rice,Bihar,3.69,2.21,28087.82,165119.84,8.15,228915.73,63795.89,156979.07,10.28,9,18197.72,27.87,2.46,MODERATE
Wheat,Bihar,8.22,3.79,18413.37,60888.66,31.15,573576.48,512687.82,295070.77,8.2,6,50361.32,89.38,0.58,SAFE
Wheat,Bihar,7.94,2.53,18851.6,242523.02,20.09,378728.64,136205.62,212855.21,11.56,12,18868.14,35.96,1.56,SAFE
Wheat,Madhya Pradesh,5.58,2.39,27077.95,208214.02,13.34,361219.85,153005.83,234799.92,9.4,6,40213.2,42.36,1.53,SAFE
Rice,Madhya Pradesh,5.74,3.35,20183.41,72913.76,19.23,388126.97,315213.21,110184.76,8.0,9,12654.46,81.21,0.35,SAFE
Rice,Haryana,3.65,2.75,24743.31,129560.28,10.04,248422.83,118862.55,273798.36,9.57,9,31647.97,47.85,2.3,MODERATE
Wheat,Uttar Pradesh,7.7,1.99,26120.52,182614.46,15.32,400166.37,217551.91,184878.55,11.51,9,21539.76,54.37,0.85,SAFE
Wheat,Uttar Pradesh,9.36,1.78,18956.68,58867.08,16.66,315818.29,256951.21,259722.84,7.3,12,22508.91,81.36,1.01,SAFE
Rice,Uttar Pradesh,2.4,3.56,21730.35,63825.05,8.54,185577.19,121752.14,282456.29,8.49,6,48248.62,65.61,2.32,MODERATE
Wheat,Bihar,6.01,3.64,18813.21,189279.38,21.88,411633.03,222353.65,157471.51,11.62,9,18354.86,54.02,0.71,SAFE
Rice,Bihar,4.17,3.27,21579.75,221736.95,13.64,294347.79,72610.84,53929.8,7.68,12,4683.29,24.67,0.74,MODERATE
Rice,Punjab,4.35,2.76,26197.02,169172.23,12.01,314626.21,145453.98,112928.56,8.31,9,12986.08,46.23,0.78,SAFE
Rice,Madhya Pradesh,5.88,1.61,28919.59,70516.87,9.47,273868.52,203351.65,278910.25,7.12,12,24148.63,74.25,1.37,SAFE
Wheat,Uttar Pradesh,1.6,3.18,27430.8,191302.27,5.09,139622.77,-51679.5,266558.09,8.1,6,45481.8,-37.01,999.0,RISKY
Wheat,Punjab,4.22,2.04,25451.15,148413.69,8.61,219134.4,70720.71,146380.52,9.46,6,25074.31,32.27,2.07,MODERATE
Wheat,Uttar Pradesh,6.96,3.72,28737.93,63722.07,25.89,744025.01,680302.94,107942.73,8.16,9,12405.1,91.44,0.16,SAFE
Wheat,Uttar Pradesh,3.68,3.48,23965.14,176111.68,12.81,306993.44,130881.76,88621.71,10.96,6,15246.02,42.63,0.68,SAFE
Rice,Uttar Pradesh,5.91,3.41,21012.68,186840.06,20.15,423405.5,236565.44,87487.26,7.67,9,10034.11,55.87,0.37,SAFE
Wheat,Bihar,1.33,1.89,21871.91,74021.96,2.51,54898.49,-19123.47,269323.13,9.71,6,46166.97,-34.83,999.0,RISKY
Rice,Punjab,1.62,2.96,27850.1,130748.31,4.8,133680.48,2932.17,46684.84,8.31,12,4067.74,2.19,15.92,RISKY
Rice,Bihar,9.98,3.16,23551.74,230967.35,31.54,742821.88,511854.53,162184.01,9.64,6,27795.75,68.91,0.32,SAFE
Rice,Bihar,5.64,2.38,18535.87,140337.54,13.42,248751.38,108413.84,53939.05,7.32,6,9182.75,43.58,0.5,MODERATE
Wheat,Bihar,1.64,2.6,20223.81,91798.33,4.26,86153.43,-5644.9,165311.9,11.29,9,19242.84,-6.55,999.0,RISKY
Rice,Bihar,6.72,3.96,22547.16,247182.71,26.61,599979.93,352797.22,100231.75,8.23,6,17108.57,58.8,0.28,SAFE
Wheat,Punjab,7.82,2.46,21387.13,134813.99,19.24,411488.38,276674.39,237782.12,8.29,9,27341.21,67.24,0.86,SAFE
Wheat,Bihar,3.92,2.5,24769.78,169241.82,9.8,242743.84,73502.02,127743.24,9.6,12,11206.91,30.28,1.74,MODERATE
Rice,Uttar Pradesh,6.26,3.69,25356.11,134775.36,23.1,585726.14,450950.78,92670.0,8.12,6,15812.84,76.99,0.21,SAFE
Wheat,Uttar Pradesh,6.08,3.74,20292.03,180821.97,22.74,461440.76,280618.79,223022.47,8.4,6,38086.38,60.81,0.79,SAFE
Wheat,Punjab,4.6,2.67,29504.52,67671.47,12.28,362315.51,294644.04,180956.43,9.52,6,31002.35,81.32,0.61,SAFE
Rice,Madhya Pradesh,3.01,3.68,22774.15,76977.11,11.08,252337.58,175360.47,155723.66,10.26,12,13709.42,69.49,0.89,SAFE
Wheat,Haryana,1.37,1.62,27063.6,249648.89,2.22,60081.19,-189567.7,30458.13,9.3,9,3516.73,-315.52,999.0,RISKY
Rice,Madhya Pradesh,6.37,3.89,22422.53,140749.29,24.78,555630.29,414881.0,194644.07,11.64,9,22689.53,74.67,0.47,SAFE
Rice,Madhya Pradesh,7.23,2.57,24435.88,164014.92,18.58,454018.65,290003.73,87058.26,7.61,6,14833.46,63.87,0.3,SAFE
Wheat,Uttar Pradesh,2.44,3.21,28616.83,94091.38,7.83,224069.78,129978.4,69191.83,10.84,9,8039.38,58.01,0.53,SAFE
Wheat,Madhya Pradesh,8.57,2.29,22958.21,107902.93,19.63,450669.66,342766.73,45368.53,10.86,9,5271.79,76.06,0.13,SAFE
Wheat,Haryana,2.05,2.58,22629.3,205743.18,5.29,119709.0,-86034.18,180129.69,8.04,12,15672.53,-71.87,999.0,RISKY
Rice,Haryana,7.28,2.68,19440.99,218359.5,19.51,379293.71,160934.21,224318.54,7.41,9,25700.14,42.43,1.39,SAFE
Rice,Madhya Pradesh,5.86,1.67,22288.11,62635.56,9.79,218200.6,155565.04,108236.67,8.25,9,12443.48,71.29,0.7,SAFE
Rice,Haryana,2.09,3.42,26081.62,130571.79,7.15,186483.58,55911.79,215869.77,7.63,6,36783.19,29.98,3.86,MODERATE
Rice,Bihar,9.88,1.77,26874.69,241402.23,17.49,470038.33,228636.1,258837.43,8.46,9,29782.99,48.64,1.13,SAFE
Wheat,Madhya Pradesh,8.12,2.09,26575.29,141522.1,16.97,450982.67,309460.57,160808.65,10.79,12,14196.79,68.62,0.52,SAFE
Wheat,Madhya Pradesh,5.95,3.99,22907.09,240022.13,23.74,543814.32,303792.19,188677.27,10.65,12,16644.82,55.86,0.62,SAFE
Wheat,Madhya Pradesh,5.37,1.98,23052.36,62579.08,10.63,245046.59,182467.51,185110.33,10.1,12,16282.75,74.46,1.01,SAFE
Rice,Madhya Pradesh,4.46,2.56,23247.1,84938.12,11.42,265481.88,180543.76,112050.32,7.44,9,12839.17,68.01,0.62,SAFE
Rice,Madhya Pradesh,5.0,1.7,19265.91,247431.51,8.5,163760.23,-83671.28,195204.88,11.88,12,17332.76,-51.09,999.0,RISKY
Wheat,Haryana,4.66,3.78,29066.53,245360.84,17.61,511861.59,266500.75,179867.18,10.6,12,15863.42,52.07,0.67,SAFE
Wheat,Madhya Pradesh,9.39,3.08,18061.71,208966.33,28.92,522344.65,313378.32,184729.67,10.1,9,21398.95,59.99,0.59,SAFE
Wheat,Madhya Pradesh,3.69,3.35,18972.63,67951.41,12.36,234501.71,166550.3,288589.28,9.53,6,49443.96,71.02,1.73,SAFE
Rice,Haryana,7.04,3.65,28258.5,56045.68,25.7,726243.45,670197.77,121075.0,8.24,12,10545.56,92.28,0.18,SAFE
Wheat,Haryana,6.56,2.43,25366.56,157914.49,15.94,404342.97,246428.48,279851.68,10.66,9,32492.04,60.95,1.14,SAFE
Rice,Haryana,3.4,2.35,23112.86,233659.28,7.99,184671.75,-48987.53,279130.93,11.22,6,48056.05,-26.53,999.0,RISKY
Rice,Bihar,8.05,1.85,18627.06,106137.8,14.89,277356.92,171219.12,142749.68,7.84,12,12407.01,61.73,0.83,SAFE
Rice,Punjab,4.79,1.84,24817.61,182680.57,8.81,218643.14,35962.57,249317.68,7.31,6,42443.37,16.45,6.93,RISKY
Wheat,Bihar,5.01,3.67,29110.34,176562.51,18.39,535339.15,358776.64,185004.81,9.01,9,21335.5,67.02,0.52,SAFE
Rice,Haryana,4.36,2.7,25411.05,203976.74,11.77,299088.06,95111.32,123478.29,10.46,9,14324.68,31.8,1.3,MODERATE
Rice,Uttar Pradesh,7.46,2.09,26646.63,249125.38,15.59,415420.96,166295.58,89073.32,10.04,12,7832.62,40.03,0.54,SAFE
Rice,Madhya Pradesh,7.38,1.95,22812.31,87286.86,14.39,328269.14,240982.28,152346.63,9.17,12,13334.95,73.41,0.63,SAFE
Wheat,Madhya Pradesh,9.65,3.62,20341.72,163986.28,34.93,710536.28,546550.0,239315.39,8.88,12,20915.17,76.92,0.44,SAFE
Wheat,Punjab,5.23,3.88,19800.76,54253.11,20.29,401757.42,347504.31,281600.13,8.92,9,32463.29,86.5,0.81,SAFE
Rice,Bihar,7.08,2.7,20788.84,142734.18,19.12,397482.62,254748.44,182644.66,7.79,9,20958.24,64.09,0.72,SAFE
Wheat,Uttar Pradesh,5.18,1.59,27503.68,56906.15,8.24,226630.32,169724.17,170453.19,9.6,6,29209.59,74.89,1.0,SAFE
Rice,Haryana,4.75,2.8,28394.18,175662.99,13.3,377642.59,201979.6,52012.5,7.66,12,4516.31,53.48,0.26,SAFE
Wheat,Bihar,1.11,2.19,28691.7,82281.37,2.43,69720.83,-12560.54,139093.33,7.63,9,15950.3,-18.02,999.0,RISKY
Rice,Bihar,7.48,3.63,23843.63,161487.79,27.15,647354.55,485866.76,219383.62,8.37,12,19121.39,75.05,0.45,SAFE
Wheat,Bihar,4.27,1.73,29488.38,121824.64,7.39,217919.13,96094.49,286676.63,10.4,12,25256.79,44.1,2.98,MODERATE
Wheat,Bihar,7.45,1.71,28006.34,151247.52,12.74,356800.77,205553.25,232170.91,7.46,12,20138.26,57.61,1.13,SAFE
